id,name,company,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
9388,NHL 2K9,SONY,PS2,2008,Sports,Take-Two Interactive,0.07,0.05,0,0.02,0.13
9389,Venetica,MICROSOFT,X360,2010,Role-Playing,DTP Entertainment,0.09,0.03,0,0.01,0.13
9391,James Bond 007: Legends,Nintendo,WiiU,2012,Shooter,Activision,0.07,0.05,0,0.01,0.13
9392,Rogue Ops,MICROSOFT,XB,2003,Action,Kemco,0.1,0.03,0,0,0.13
9393,NBA Hoopz,SONY,PS,2001,Sports,Midway Games,0.07,0.05,0,0.01,0.13
9394,Transworld Surf,MICROSOFT,XB,2001,Sports,Atari,0.1,0.03,0,0,0.13
9395,Rugby 15,SONY,PS3,2015,Sports,Bigben Interactive,0.02,0.09,0,0.02,0.13
9396,MLB 11: The Show,SONY,PS2,2011,Sports,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13
9397,Castrol Honda Superbike Racing,SONY,PS,1998,Racing,THQ,0.07,0.05,0,0.01,0.13
9398,History Civil War: Secret Missions,MICROSOFT,X360,2008,Shooter,Activision,0.12,0,0,0.01,0.13
9399,Army Men: Green Rogue,SONY,PS2,2001,Action,3DO,0.06,0.05,0,0.02,0.13
9400,My Spanish Coach,SONY,PSP,2008,Misc,Ubisoft,0.12,0,0,0.01,0.13
9401,Chessmaster,MICROSOFT,XB,2004,Misc,Ubisoft,0.1,0.03,0,0,0.13
9403,Fatal Inertia,MICROSOFT,X360,2007,Racing,Tecmo Koei,0.12,0,0,0.01,0.13
9404,Superman: The Man of Steel,MICROSOFT,XB,2002,Action,Atari,0.1,0.03,0,0,0.13
9405,Ken to Mahou to Gakuen Mono. 3,SONY,PSP,2010,Role-Playing,Acquire,0,0,0.13,0,0.13
9406,Greg Hastings Paintball 2,Nintendo,Wii,2010,Shooter,505 Games,0.12,0,0,0.01,0.13
9407,The Flintstones: Bedrock Bowling,SONY,PS,2000,Sports,Ubisoft,0.07,0.05,0,0.01,0.13
9408,Teenage Mutant Ninja Turtles: Danger of the Ooze,Nintendo,3DS,2014,Adventure,Activision,0.08,0.04,0,0.01,0.13
9409,NHL 2003,Nintendo,GC,2002,Sports,Electronic Arts,0.1,0.03,0,0,0.13
9410,Chicken Run,SONY,PS,2000,Adventure,Eidos Interactive,0.07,0.05,0,0.01,0.13
9411,Scene It? Bright Lights! Big Screen!,SONY,PS3,2009,Misc,Warner Bros. Interactive Entertainment,0.1,0.01,0,0.01,0.13
9412,My Baby: First Steps,Nintendo,Wii,2009,Simulation,SouthPeak Games,0.12,0,0,0.01,0.13
9415,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,SONY,PSP,2011,Sports,Konami Digital Entertainment,0,0,0.13,0,0.13
9416,Tales of the Heroes: Twin Brave,SONY,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.13,0,0.13
9417,WWE Survivor Series,Nintendo,GBA,2004,Fighting,THQ,0.09,0.04,0,0,0.13
9419,Super Robot Wars BX,Nintendo,3DS,2015,Action,Namco Bandai Games,0,0,0.13,0,0.13
9420,Persona 4: Arena,MICROSOFT,X360,2012,Fighting,Atlus,0.08,0.02,0.03,0.01,0.13
9421,Tomb Raider: Legend,MICROSOFT,XB,2006,Action,Eidos Interactive,0.1,0.03,0,0,0.13
9422,Nagano Winter Olympics '98,SONY,PS,1997,Sports,Konami Digital Entertainment,0.07,0.05,0,0.01,0.13
9423,Destroy All Humans! Path of the Furon,MICROSOFT,X360,2008,Action,THQ,0.08,0.04,0,0.01,0.13
9424,Winning Post 5,SONY,PS2,2001,Sports,Tecmo Koei,0,0,0.13,0,0.13
9425,Star Wars: Lethal Alliance,SONY,PSP,2006,Action,Ubisoft,0.11,0.01,0,0.01,0.13
9427,All Star Cheer Squad 2,Nintendo,Wii,2009,Sports,THQ,0.12,0,0,0.01,0.13
9428,Frogger Beyond,Nintendo,GC,2002,Platform,Konami Digital Entertainment,0.1,0.03,0,0,0.13
9429,RPG Maker II,SONY,PS2,2002,Role-Playing,Enterbrain,0.06,0.05,0,0.02,0.13
9432,Destruction Derby Arenas,SONY,PS2,2004,Racing,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13
9433,Cabela's Dangerous Hunts 2009,MICROSOFT,X360,2008,Sports,Activision,0.12,0,0,0.01,0.13
9434,The Unholy War,SONY,PS,1998,Strategy,Eidos Interactive,0.07,0.05,0,0.01,0.13
9437,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,Nintendo,GBA,2005,Platform,Ubisoft,0.09,0.03,0,0,0.13
9438,Shaman King: Power of Spirit,SONY,PS2,2004,Adventure,Konami Digital Entertainment,0.06,0.05,0,0.02,0.13
9439,Eat Lead: The Return of Matt Hazard,SONY,PS3,2009,Shooter,D3Publisher,0.09,0.02,0,0.01,0.13
9442,Family Fortunes,Nintendo,Wii,2009,Misc,Mindscape,0,0.12,0,0.01,0.13
9443,Megamind: The Blue Defender,SONY,PSP,2010,Adventure,THQ,0.08,0.03,0,0.02,0.13
9444,Contra III: The Alien Wars,Nintendo,SNES,1992,Shooter,Konami Digital Entertainment,0,0,0.13,0,0.13
9445,Dead to Rights: Reckoning,SONY,PSP,2005,Shooter,Electronic Arts,0.12,0,0,0.01,0.13
9446,The BIGS 2,SONY,PS3,2009,Sports,Take-Two Interactive,0.12,0,0,0.01,0.13
9447,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,Nintendo,3DS,2011,Role-Playing,Square Enix,0,0,0.13,0,0.13
9448,Amagami,SONY,PS2,2009,Adventure,Enterbrain,0,0,0.13,0,0.13
9450,How to Train Your Dragon 2,SONY,PS3,2014,Adventure,Little Orbit,0.03,0.08,0,0.02,0.13
9451,NBA 08,SONY,PS3,2007,Sports,Sony Computer Entertainment,0.12,0,0,0.01,0.13
9452,The Smurfs 2,MICROSOFT,X360,2013,Platform,Ubisoft,0.03,0.09,0,0.01,0.13
9453,NeverDead,SONY,PS3,2012,Shooter,Konami Digital Entertainment,0.06,0.04,0.01,0.02,0.13
9454,No Fear Downhill Mountain Biking,SONY,PS,1998,Sports,Codemasters,0.07,0.05,0,0.01,0.13
9455,Fire ProWrestling,Nintendo,GBA,2001,Fighting,Spike,0.09,0.03,0,0,0.13
9456,Eternal Poison (JP sales),SONY,PS2,2008,Role-Playing,Banpresto,0,0,0.13,0,0.13
9457,Mission: Impossible - Operation Surma,MICROSOFT,XB,2003,Platform,Atari,0.1,0.03,0,0,0.13
9458,Naruto Shippuden: Kizuna Drive,SONY,PSP,2010,Action,Namco Bandai Games,0.04,0.02,0.05,0.02,0.13
9459,The IdolM@ster: One for All,SONY,PS3,2014,Misc,Namco Bandai Games,0,0,0.13,0,0.13
9460,MX 2002 Featuring Ricky Carmichael,MICROSOFT,XB,2001,Racing,THQ,0.1,0.03,0,0,0.13
9461,Indianapolis 500 Legends,Nintendo,Wii,2007,Racing,Destineer,0.12,0,0,0.01,0.13
9462,Romance of the Three Kingdoms IV: Wall of Fire,SONY,PS,1995,Strategy,Tecmo Koei,0.05,0.03,0.04,0.01,0.13
9463,Illusion of Gaia,Nintendo,SNES,1993,Role-Playing,Nintendo,0,0,0.13,0,0.13
9464,Steel Battalion: Heavy Armor,MICROSOFT,X360,2012,Misc,Capcom,0.08,0.03,0.02,0.01,0.13
9465,Academy of Champions: Soccer,Nintendo,Wii,2009,Sports,Ubisoft,0.1,0.02,0,0.01,0.13
9466,Mega Man Anniversary Collection,MICROSOFT,XB,2005,Platform,Capcom,0.1,0.03,0,0,0.13
9469,The Oregon Trail,Nintendo,3DS,2011,Simulation,Crave Entertainment,0.12,0,0,0.01,0.13
9470,Disruptor,SONY,PS,1995,Shooter,Interplay,0.07,0.05,0,0.01,0.13
9471,NBA Ballers: Chosen One,SONY,PS3,2008,Sports,Midway Games,0.12,0,0,0.01,0.13
9473,Hasbro Family Fun Pack,MICROSOFT,XOne,2015,Misc,Ubisoft,0.1,0.02,0,0.01,0.13
9474,Shrek Smash n' Crash Racing,Nintendo,GC,2006,Racing,Activision,0.1,0.03,0,0,0.13
9475,Under Night In-Birth,SONY,PS3,2014,Fighting,Nippon Ichi Software,0.06,0.02,0.04,0.02,0.13
9476,Drakengard 2,SONY,PS2,2005,Role-Playing,Ubisoft,0.06,0.05,0,0.02,0.13
9478,Grand Knights History,SONY,PSP,2011,Role-Playing,Marvelous Interactive,0,0,0.13,0,0.13
9481,Sin and Punishment,Nintendo,N64,2000,Shooter,Nintendo,0,0,0.13,0,0.13
9482,NBA Jam 2000,Nintendo,N64,1999,Sports,Acclaim Entertainment,0.12,0.01,0,0,0.13
9483,Castlevania: Legacy of Darkness,Nintendo,N64,1999,Platform,Konami Digital Entertainment,0.06,0.02,0.05,0,0.13
9484,Just Dance: Disney Party,Nintendo,Wii,2012,Misc,Ubisoft,0.01,0.1,0,0.02,0.13
9485,Cabela's Alaskan Adventure,MICROSOFT,X360,2006,Sports,Activision,0.12,0,0,0.01,0.13
9486,Rango: The Video Game,MICROSOFT,X360,2011,Action,Electronic Arts,0.06,0.06,0,0.01,0.13
9487,Shrek Super Party,MICROSOFT,XB,2002,Misc,TDK Mediactive,0.1,0.03,0,0,0.13
9488,Sonic Riders,MICROSOFT,XB,2006,Racing,Sega,0.1,0.03,0,0,0.13
9489,Shimano Xtreme Fishing,Nintendo,Wii,2009,Sports,Mastiff,0.12,0,0,0.01,0.13
9490,The History Channel: Great Battles - Medieval,MICROSOFT,X360,2010,Strategy,Slitherine Software,0.08,0.04,0,0.01,0.13
9491,TRON: Evolution,SONY,PSP,2010,Action,Disney Interactive Studios,0.09,0.02,0,0.02,0.13
9492,Rally Fusion: Race of Champions,SONY,PS2,2002,Racing,Activision,0.06,0.05,0,0.02,0.13
9494,Secret Agent Clank,SONY,PSP,2008,Platform,Sony Computer Entertainment,0.04,0.03,0.04,0.02,0.13
9498,Heroes of the Pacific,MICROSOFT,XB,2005,Simulation,Codemasters,0.1,0.03,0,0,0.13
9500,NightCaster,MICROSOFT,XB,2002,Action,Microsoft Game Studios,0.1,0.03,0,0,0.13
9501,RollerCoaster Tycoon,MICROSOFT,XB,2003,Strategy,Atari,0.1,0.03,0,0,0.13
9502,FIFA World Cup Germany 2006,Nintendo,GC,2006,Sports,Electronic Arts,0.1,0.03,0,0,0.13
9503,Hitman 2: Silent Assassin,Nintendo,GC,2003,Action,Eidos Interactive,0.1,0.03,0,0,0.13
9505,Nicktoons: MLB,MICROSOFT,X360,2011,Sports,Take-Two Interactive,0.12,0,0,0.01,0.13
9506,Digimon Racing,Nintendo,GBA,2004,Racing,Namco Bandai Games,0.09,0.03,0,0,0.13
9507,Ape Escape 3,SONY,PS2,2005,Platform,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13
9508,Green Lantern: Rise of the Manhunters,MICROSOFT,X360,2011,Action,Warner Bros. Interactive Entertainment,0.07,0.05,0,0.01,0.13
9509,"Crouching Tiger, Hidden Dragon",SONY,PS2,2003,Action,Ubisoft,0.06,0.05,0,0.02,0.13
9511,Iridion II,Nintendo,GBA,2003,Shooter,Vivendi Games,0.09,0.03,0,0,0.13
9513,Brothers: A Tale of Two Sons,SONY,PS4,2015,Adventure,505 Games,0.03,0.08,0,0.02,0.13
9514,Tom Clancy's Splinter Cell: Double Agent,Nintendo,Wii,2006,Action,Ubisoft,0.1,0.01,0,0.01,0.13
9515,Whiplash,SONY,PS2,2003,Racing,Eidos Interactive,0.06,0.05,0,0.02,0.13
9516,BlazBlue: Continuum Shift II,SONY,PSP,2011,Fighting,PQube,0.03,0.02,0.07,0.01,0.13
9517,Backyard Sports Football: Rookie Rush,Nintendo,Wii,2010,Sports,Atari,0.12,0,0,0.01,0.13
9520,Margot's Word Brain,Nintendo,Wii,2008,Puzzle,Zoo Digital Publishing,0.12,0,0,0.01,0.13
9522,Imagine: Fashion Designer,Nintendo,3DS,2011,Simulation,Ubisoft,0.1,0.02,0,0.01,0.13
9523,Pop'n Music Portable,SONY,PSP,2010,Misc,Konami Digital Entertainment,0,0,0.13,0,0.13
9524,Nintendo Puzzle Collection,Nintendo,GC,2001,Puzzle,Unknown,0,0,0.13,0,0.13
9525,Borderlands: Double Game Add-On Pack,MICROSOFT,X360,2010,Shooter,Take-Two Interactive,0.1,0.02,0,0.01,0.13
9526,Otogi: Myth of Demons,MICROSOFT,XB,2002,Action,Sega,0.08,0.02,0.03,0,0.13
9528,Army Men: Soldiers of Misfortune,Nintendo,Wii,2008,Shooter,Zoo Games,0.12,0,0,0.01,0.13
9529,Alter Echo,SONY,PS2,2003,Shooter,THQ,0.06,0.05,0,0.02,0.13
9530,Walt Disney Pictures Presents: The Wild,Nintendo,GBA,2006,Platform,Disney Interactive Studios,0.09,0.03,0,0,0.13
9532,Reader Rabbit Kindergarten,Nintendo,Wii,2010,Misc,Graffiti,0.12,0,0,0.01,0.13
9533,Onechanbara: Bikini Samurai Squad,MICROSOFT,X360,2006,Action,D3Publisher,0.11,0.01,0,0.01,0.13
9535,Rock Band Track Pack Volume 1,SONY,PS2,2008,Misc,MTV Games,0.06,0.05,0,0.02,0.13
9536,Puyo Puyo!! 20th Anniversary,Nintendo,3DS,2011,Puzzle,Sega,0,0,0.13,0,0.13
9537,Hour of Victory,MICROSOFT,X360,2007,Shooter,Midway Games,0.1,0.01,0,0.01,0.13
9538,Namco Soccer Prime Goal,SONY,PS,1995,Sports,Sony Computer Entertainment,0,0,0.12,0.01,0.13
9539,NBA 08,SONY,PS2,2007,Sports,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13
9540,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,SONY,PS3,2016,Action,Square Enix,0,0,0.13,0,0.13
9541,Monster Hunter Frontier Online,MICROSOFT,X360,2010,Role-Playing,Capcom,0,0,0.13,0,0.13
9542,Green Lantern: Rise of the Manhunters,Nintendo,3DS,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.13
9543,Shin Megami Tensei: Digital Devil Saga,SONY,PS2,2004,Role-Playing,Ghostlight,0.06,0.05,0,0.02,0.13
9546,Puppies 3D,Nintendo,3DS,2011,Misc,Ubisoft,0.08,0.04,0,0.01,0.13
9547,Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,SONY,PS2,2005,Misc,Sega,0,0,0.13,0,0.13
9548,Mystic Ark,Nintendo,SNES,1995,Role-Playing,Enix Corporation,0,0,0.13,0,0.13
9550,Ty the Tasmanian Tiger 2: Bush Rescue,Nintendo,GBA,2004,Platform,Electronic Arts,0.09,0.03,0,0,0.13
9551,Venetica,SONY,PS3,2010,Role-Playing,DTP Entertainment,0.07,0.04,0,0.02,0.13
9552,Teenage Mutant Ninja Turtles 2: Battle Nexus,MICROSOFT,XB,2004,Action,Konami Digital Entertainment,0.1,0.03,0,0,0.13
9553,LEGO Racers 2,SONY,PS2,2001,Racing,Electronic Arts,0.06,0.05,0,0.02,0.13
9554,Backyard Baseball,Nintendo,GC,2003,Sports,Infogrames,0.1,0.03,0,0,0.13
9556,Overlord: Raising Hell,SONY,PS3,2008,Action,Codemasters,0.07,0.04,0,0.02,0.13
9558,Fuse (Insomniac),MICROSOFT,X360,2013,Shooter,Electronic Arts,0.08,0.04,0,0.01,0.13
9559,Cabela's Dangerous Hunts 2009,SONY,PS3,2008,Sports,Activision Value,0.12,0,0,0.01,0.13
9560,Legends of Wrestling,Nintendo,GC,2002,Fighting,Acclaim Entertainment,0.1,0.03,0,0,0.13
9562,Legend of the Guardians: The Owls of Ga'Hoole,Nintendo,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.11,0.01,0,0.01,0.13
9564,All-Star Baseball 2004,MICROSOFT,XB,2003,Sports,Acclaim Entertainment,0.1,0.03,0,0,0.13
9566,Shining Wind,SONY,PS2,2007,Role-Playing,Sega,0,0,0.13,0,0.13
9567,Brothers in Arms: Double Time,Nintendo,Wii,2008,Shooter,Ubisoft,0.11,0,0,0.01,0.13
9568,Portal Runner,SONY,PS2,2001,Platform,3DO,0.06,0.05,0,0.02,0.13
9569,Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,Nintendo,GBA,2004,Misc,Nintendo,0.09,0.03,0,0,0.13
9570,Pro Evolution Soccer 2016,MICROSOFT,X360,2015,Sports,Konami Digital Entertainment,0.04,0.08,0,0.01,0.13
9572,Warriors Orochi 2,SONY,PS2,2008,Action,Tecmo Koei,0.06,0.05,0,0.02,0.13
9573,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,SONY,PS2,2005,Platform,Ubisoft,0.06,0.05,0,0.02,0.13
9575,Assault: Retribution,SONY,PS,1998,Action,Telstar,0.07,0.05,0,0.01,0.13
9576,Sengoku Basara 3 Utage,Nintendo,Wii,2011,Action,Capcom,0,0,0.13,0,0.13
9577,Spartan: Total Warrior,MICROSOFT,XB,2005,Action,Sega,0.1,0.03,0,0,0.13
9578,Gravity Rush Remastered,SONY,PS4,2015,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01,0.13
9579,Rock Band Track Pack Volume 2,SONY,PS3,2008,Misc,MTV Games,0.11,0,0,0.01,0.13
9580,City Crisis,SONY,PS2,2001,Simulation,Take-Two Interactive,0.06,0.05,0,0.02,0.13
9581,Zapper: One Wicked Cricket!,Nintendo,GC,2002,Platform,Infogrames,0.1,0.03,0,0,0.13
9582,Star Wars: Clone Wars,MICROSOFT,XB,2003,Shooter,LucasArts,0.1,0.03,0,0,0.13
9583,Assassination Classroom: Grand Siege on Kuro-sensei,Nintendo,3DS,2015,Action,Namco Bandai Games,0,0,0.13,0,0.13
9584,Dynasty Warriors 5 Empires,MICROSOFT,X360,2006,Action,Tecmo Koei,0.11,0.01,0,0.01,0.13
9585,High Rollers Casino,MICROSOFT,XB,2004,Misc,Mud Duck Productions,0.1,0.03,0,0,0.13
9586,Advent Rising,MICROSOFT,XB,2005,Action,THQ,0.1,0.03,0,0,0.13
9587,Surf Riders,SONY,PS,1999,Sports,Ubisoft,0.07,0.05,0,0.01,0.13
9588,Torino 2006,SONY,PS2,2006,Sports,Take-Two Interactive,0.06,0.05,0,0.02,0.13
9589,Nobunaga no Yabou: Ranseiki,SONY,PS2,2002,Strategy,Tecmo Koei,0,0,0.13,0,0.13
9590,Derby Stallion Advance,Nintendo,GBA,2002,Sports,Enterbrain,0,0,0.12,0,0.13
9591,PBR: Out of the Chute,Nintendo,Wii,2008,Sports,Crave Entertainment,0.12,0,0,0.01,0.13
9592,Monopoly Party,Nintendo,GC,2002,Misc,Infogrames,0.1,0.03,0,0,0.13
9593,LEGO Batman 2: DC Super Heroes,Nintendo,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.05,0.07,0,0.01,0.13
9595,TOCA Race Driver 2: Ultimate Racing Simulator,MICROSOFT,XB,2004,Racing,Codemasters,0.09,0.03,0,0,0.13
9596,The Price is Right: Decades,Nintendo,Wii,2011,Misc,Ubisoft,0.12,0,0,0.01,0.13
9597,Snood,Nintendo,GBA,2001,Puzzle,"Destination Software, Inc",0.09,0.03,0,0,0.13
9598,The Sky Crawlers: Innocent Aces,Nintendo,Wii,2008,Simulation,Namco Bandai Games,0.09,0.02,0.01,0.01,0.13
9600,Fit in Six,SONY,PS3,2011,Sports,Ubisoft,0.12,0,0,0.01,0.13
9601,Monster Jam: Urban Assault,SONY,PS2,2008,Racing,Activision,0.06,0.05,0,0.02,0.13
9602,Ice Age: Dawn of the Dinosaurs,MICROSOFT,X360,2009,Action,Activision,0.09,0.03,0,0.01,0.13
9603,DT Racer,SONY,PS2,2005,Racing,XS Games,0.06,0.05,0,0.02,0.13
9604,SimAnimals Africa,Nintendo,Wii,2009,Simulation,Electronic Arts,0.1,0.01,0,0.01,0.13
9605,Deepak Chopra's Leela,MICROSOFT,X360,2011,Misc,THQ,0.07,0.05,0,0.01,0.13
9606,Twister Mania,MICROSOFT,X360,2011,Misc,505 Games,0.1,0.01,0,0.01,0.13
9607,World Cup Golf: Professional Edition,SONY,PS,1995,Sports,U.S. Gold,0.07,0.05,0,0.01,0.13
9608,Black Dawn,SONY,PS,1996,Simulation,Virgin Interactive,0.07,0.05,0,0.01,0.13
9609,Soccer Tsuku: Pro Soccer Club o Tsukurou!,SONY,PS3,2013,Sports,Sega,0,0,0.13,0,0.13
9610,428: Fuusa Sareta Shibuya de,Nintendo,Wii,2008,Adventure,Sega,0,0,0.13,0,0.13
9611,Kelly Slater's Pro Surfer,Nintendo,GBA,2002,Sports,Activision,0.09,0.03,0,0,0.13
9612,Warriors of Might and Magic,SONY,PS,2001,Adventure,3DO,0.07,0.05,0,0.01,0.13
9613,Drome Racers,SONY,PS2,2002,Racing,Electronic Arts,0.06,0.05,0,0.02,0.13
9614,X-Men: Next Dimension,Nintendo,GC,2002,Fighting,Activision,0.1,0.03,0,0,0.13
9616,NCIS,SONY,PS3,2011,Adventure,Ubisoft,0.07,0.04,0,0.02,0.13
9619,7th Dragon 2020-II,SONY,PSP,2013,Role-Playing,Sega,0,0,0.13,0,0.13
9621,SkullMonkeys,SONY,PS,1998,Platform,DreamWorks Interactive,0.07,0.05,0,0.01,0.13
9622,Cloudy With a Chance of Meatballs,Nintendo,Wii,2009,Platform,Ubisoft,0.11,0,0,0.01,0.13
9623,Burnout,MICROSOFT,XB,2002,Racing,Acclaim Entertainment,0.09,0.03,0,0,0.13
9625,Ben 10 Galactic Racing,Nintendo,Wii,2011,Racing,D3Publisher,0.08,0.03,0,0.01,0.13
9627,Baroque,SONY,PS2,2007,Role-Playing,Rising Star Games,0.05,0.04,0.02,0.01,0.13
9630,Kidz Sports: Crazy Golf,Nintendo,Wii,2008,Sports,Data Design Interactive,0.11,0,0,0.01,0.13
9631,Little Battlers eXperience: Wars,Nintendo,3DS,2013,Strategy,Level 5,0,0,0.13,0,0.13
9632,Victorious: Time to Shine,MICROSOFT,X360,2011,Action,D3Publisher,0.12,0,0,0.01,0.13
9633,NBA Ballers: Phenom,MICROSOFT,XB,2006,Sports,Midway Games,0.09,0.03,0,0,0.13
9634,Aikatsu! 365 Idol Days,Nintendo,3DS,2014,Adventure,Namco Bandai Games,0,0,0.13,0,0.13
9636,Crash Tag Team Racing,MICROSOFT,XB,2005,Racing,Vivendi Games,0.09,0.03,0,0,0.13
9637,Freedom Fighters,Nintendo,GC,2003,Shooter,Electronic Arts,0.1,0.03,0,0,0.13
9640,Transformer: Rise of the Dark Spark,SONY,PS3,2014,Action,Activision,0.04,0.05,0.01,0.02,0.13
9641,Mega Man X Collection,Nintendo,GC,2006,Misc,Capcom,0.1,0.03,0,0,0.13
9644,Last Ranker,SONY,PSP,2010,Role-Playing,Capcom,0,0,0.13,0,0.13
9645,Quantum Redshift,MICROSOFT,XB,2002,Racing,Microsoft Game Studios,0.09,0.03,0,0,0.13
9646,Smash Court Tennis Pro Tournament 2,SONY,PS2,2004,Sports,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13
9647,Eat Lead: The Return of Matt Hazard,MICROSOFT,X360,2009,Shooter,D3Publisher,0.1,0.01,0,0.01,0.13
9648,Battleborn,MICROSOFT,XOne,2016,Shooter,Take-Two Interactive,0.08,0.04,0,0.01,0.13
9649,Legends of Wrestling II,MICROSOFT,XB,2002,Fighting,Acclaim Entertainment,0.09,0.03,0,0,0.13
9651,Armed and Dangerous,MICROSOFT,XB,2003,Shooter,LucasArts,0.09,0.03,0,0,0.13
9652,Jurassic: The Hunted,MICROSOFT,X360,2009,Shooter,Activision,0.12,0,0,0.01,0.13
9653,Adventures to Go!,SONY,PSP,2008,Role-Playing,Zushi Games,0.1,0,0.01,0.01,0.13
9654,Conduit 2,Nintendo,Wii,2011,Shooter,Sega,0.07,0.04,0,0.01,0.13
9655,Supremacy MMA,SONY,PS3,2011,Fighting,505 Games,0.06,0.04,0,0.02,0.13
9656,World Soccer Winning Eleven 2002,SONY,PS,2002,Sports,Konami Digital Entertainment,0,0,0.12,0.01,0.13
